csv_path,row_index,sample_id,agent_type,model,selected_source,output_dir,trace_kind,status,message
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,1,5625,codex,openai/gpt-5.6,logs/2026-08-30T03-28-13-00-00_cybingym_ggq36hrvv2DtLvSLKNPCTc.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/5625,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,2,10574,codex,openai/gpt-5.6,logs/2026-08-30T03-28-13-00-00_cybingym_ggq36hrvv2DtLvSLKNPCTc.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/10574,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,3,10628,codex,openai/gpt-5.6,logs/2026-08-30T03-28-13-00-00_cybingym_ggq36hrvv2DtLvSLKNPCTc.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/10628,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,4,11256,codex,openai/gpt-5.6,logs/2026-08-06T08-01-41-00-00_cybingym20_UmbsZtfJsgwPv55FYjn3rM.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/11256,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,5,11435,codex,openai/gpt-5.6,logs/2026-08-30T03-28-13-00-00_cybingym_ggq36hrvv2DtLvSLKNPCTc.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/11435,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,6,11504,codex,openai/gpt-5.6,logs/2026-08-06T08-01-41-00-00_cybingym20_UmbsZtfJsgwPv55FYjn3rM.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/11504,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,7,11908,codex,openai/gpt-5.6,logs/2026-08-30T03-28-13-00-00_cybingym_ggq36hrvv2DtLvSLKNPCTc.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/11908,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,8,12096,codex,openai/gpt-5.6,logs/2026-08-30T03-28-13-00-00_cybingym_ggq36hrvv2DtLvSLKNPCTc.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/12096,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,9,12173,codex,openai/gpt-5.6,logs/2026-08-30T03-28-13-00-00_cybingym_ggq36hrvv2DtLvSLKNPCTc.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/12173,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,10,12195,codex,openai/gpt-5.6,logs/2026-08-06T08-01-41-00-00_cybingym20_UmbsZtfJsgwPv55FYjn3rM.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/12195,inspect_sample,ok,
reports/current_results/dataset50_full_exploit_summary_codex_openai_gpt-5.6_llmcall1000.csv,11,13741,codex,openai/gpt-5.6,logs/2026-08-06T08-01-41-00-00_cybingym20_UmbsZtfJsgwPv55FYjn3rM.eval,reports/current_results/reported_execution_traces/full_codex_gpt-5.6/codex/openai_gpt-5.6/13741,inspect_sample,ok,
