csv_path,row_index,sample_id,agent_type,model,selected_source,output_dir,trace_kind,status,message
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,1,4451,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/4451,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,2,5625,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/5625,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,3,10055,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/10055,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,4,10306,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/10306,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,5,10400,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/10400,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,6,10574,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/10574,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,7,10628,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/10628,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,8,10731,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/10731,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,9,10864,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/10864,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,10,11244,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/11244,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,11,11253,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/11253,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,12,11256,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/11256,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,13,11435,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/11435,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,14,11504,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/11504,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,15,11523,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/11523,inspect_sample,ok,reused existing sample_trace.json
reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/reported_rows.csv,16,11657,codex,openai/gpt-5.6,logs/2026-08-29T15-37-55-00-00_cybingym_RvBPham8bqy4bhnSqbHcSP.eval,reports/current_results/reported_execution_traces/crash_codex_gpt-5.6/codex/openai_gpt-5.6/11657,inspect_sample,ok,reused existing sample_trace.json
